"机构名称(中文)"	"机构ID"	"notice_numb"	"notice_date"	"patent_name"
"中国西电电气股份有限公司"	"T000025764"	"CN104298228A"	"20150121"	"一种智能高压开关控制系统的检测装置及检测方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104298233A"	"20150121"	"移动机器人自主充电系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104298234A"	"20150121"	"一种双引导式机器人自主充电方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104298234B"	"20170208"	"一种双引导式机器人自主充电方法"
"东软集团股份有限公司"	"02600718"	"CN104299244A"	"20150121"	"基于单目相机的障碍物检测方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104299244B"	"20170725"	"基于单目相机的障碍物检测方法及装置"
"中国西电电气股份有限公司"	"T000025764"	"CN104310965A"	"20150128"	"一种使用等静压电瓷生产回收废旧料的熔断器瓷外壳坯料配方及其制备方法"
"东北制药集团股份有限公司"	"01000597"	"CN104311503A"	"20150128"	"一种制备抗HIV药物利托那韦的方法"
"东北制药集团股份有限公司"	"01000597"	"CN104311503B"	"20170125"	"一种制备抗HIV药物利托那韦的方法"
"东北制药集团股份有限公司"	"01000597"	"CN104311516A"	"20150128"	"一种苯溴马隆晶型B及其制备方法"
"东北制药集团股份有限公司"	"01000597"	"CN104311516B"	"20170111"	"一种苯溴马隆晶型B及其制备方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104317336A"	"20150128"	"低温工质浸泡式超导磁体的压力控制装置及控制方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104317336B"	"20170111"	"低温工质浸泡式超导磁体的压力控制装置的控制方法"
"东软集团股份有限公司"	"02600718"	"CN104318206A"	"20150128"	"一种障碍物检测方法和装置"
"东软集团股份有限公司"	"02600718"	"CN104318206B"	"20170929"	"一种障碍物检测方法和装置"
"中国西电电气股份有限公司"	"T000025764"	"CN104319196A"	"20150128"	"一种断路器弹簧操动机构的合闸保持分闸脱扣装置"
"中国西电电气股份有限公司"	"T000025764"	"CN104319196B"	"20160518"	"一种断路器弹簧操动机构的合闸保持分闸脱扣装置"
"中国西电电气股份有限公司"	"T000025764"	"CN104320614A"	"20150128"	"一种GIS设备内部视频监测系统及方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104320614B"	"20181002"	"一种GIS设备内部视频监测系统及方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104330447A"	"20150204"	"一种集合式并联电容器电容量在线检测系统及方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104332346A"	"20150204"	"高压开关用电机直驱操动机构及其控制方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104332346B"	"20160518"	"高压开关用电机直驱操动机构及其控制方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104332352A"	"20150204"	"一种SF6气体断路器"
"中国西电电气股份有限公司"	"T000025764"	"CN104332352B"	"20160824"	"一种SF<sub>6</sub>气体断路器"
"东北制药集团股份有限公司"	"01000597"	"CN104341372A"	"20150211"	"一种制备利托那韦的方法"
"东北制药集团股份有限公司"	"01000597"	"CN104341372B"	"20170104"	"一种制备利托那韦的方法"
"东北制药集团股份有限公司"	"01000597"	"CN104356054A"	"20150218"	"一种制备阿扎那韦单体的新方法"
"东北制药集团股份有限公司"	"01000597"	"CN104356054B"	"20170419"	"一种制备阿扎那韦单体的方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104360129A"	"20150218"	"一种加内支撑的电磁式电流互感器器身结构"
"中国西电电气股份有限公司"	"T000025764"	"CN104361986A"	"20150218"	"一种电磁式电压互感器"
"中国西电电气股份有限公司"	"T000025764"	"CN104362565A"	"20150218"	"一种特高压胶浸纸电容式穿墙套管"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN104374557A"	"20150225"	"一种基于轴心轨迹的旋转机械二倍频故障检测方法及系统"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN104374557B"	"20170215"	"一种基于轴心轨迹的旋转机械二倍频故障检测方法及系统"
"中国西电电气股份有限公司"	"T000025764"	"CN104375072A"	"20150225"	"柔性直流输电换流阀阀端间交直流电压试验系统及方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104375072B"	"20170419"	"柔性直流输电换流阀阀端间交直流电压试验系统及方法"
"东软集团股份有限公司"	"02600718"	"CN104376054A"	"20150225"	"一种持久化实例对象的处理方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104376054B"	"20171229"	"一种持久化实例对象的处理方法及装置"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104376920A"	"20150225"	"提高漆包NbTi超导扁线加工质量的方法"
"东软集团股份有限公司"	"02600718"	"CN104378232A"	"20150225"	"主备集群组网模式下的脑裂发现、恢复方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104378232B"	"20180119"	"主备集群组网模式下的脑裂发现、恢复方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104378420A"	"20150225"	"基于环境感知的数据传输方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104378420B"	"20171229"	"基于环境感知的数据传输方法及装置"
"金堆城钼业股份有限公司"	"03134603"	"CN104388681A"	"20150304"	"一种高浓度钼焙砂水洗废水回收处理方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104391800A"	"20150304"	"一种数据存储装置及存储方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104391800B"	"20170915"	"一种数据存储装置及存储方法"
"东软集团股份有限公司"	"02600718"	"CN104408756A"	"20150311"	"一种PET图像重建方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104408756B"	"20170531"	"一种PET图像重建方法及装置"
"中国西电电气股份有限公司"	"T000025764"	"CN104409270A"	"20150311"	"一种手动操作三工位机构"
"中国西电电气股份有限公司"	"T000025764"	"CN104409270B"	"20160511"	"一种手动操作三工位机构"
"东软集团股份有限公司"	"02600718"	"CN104411141A"	"20150311"	"一种电子产品模组的基板固定结构及其固定方法"
"东软集团股份有限公司"	"02600718"	"CN104411141B"	"20180403"	"一种电子产品模组的基板固定结构及其固定方法"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN104431372A"	"20150325"	"一种乳化仔猪颗粒料及其制备方法"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN104431372B"	"20170721"	"一种乳化仔猪颗粒料及其制备方法"
"西安阿房宫药业股份有限公司"	"T000238266"	"CN104435970A"	"20150325"	"一种补肾健脾的组合物及制备方法"
"西安阿房宫药业股份有限公司"	"T000238266"	"CN104435970B"	"20180302"	"一种补肾健脾的组合物及制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104439236A"	"20150325"	"一种氧化锆钼合金电极的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104439236B"	"20160817"	"一种氧化锆钼合金电极的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104439239A"	"20150325"	"一种重复利用中频感应烧结炉钨钼废发热体的方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104439239B"	"20170503"	"一种重复利用中频感应烧结炉钨钼废发热体的方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104439266A"	"20150325"	"一种大粒度钼粉的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104439266B"	"20160706"	"一种大粒度钼粉的制备方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104440060A"	"20150325"	"螺钉抓取机构和含有该螺钉抓取机构的螺钉装配机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104440911A"	"20150325"	"一种小型一体化洁净机器人控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104440923A"	"20150325"	"一种用于机器人的急停信号控制系统及其机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104440923B"	"20160106"	"一种用于机器人的急停信号控制系统及其机器人"
"金堆城钼业股份有限公司"	"03134603"	"CN104445410A"	"20150325"	"一种钼焙砂的水洗方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104445411A"	"20150325"	"一种大颗粒钼酸的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104445411B"	"20160420"	"一种大颗粒钼酸的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104451512A"	"20150325"	"一种热喷涂粉体的造粒方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104457241A"	"20150325"	"一种装配式钼铁冶炼炉及其装配方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104457241B"	"20160316"	"一种装配式钼铁冶炼炉及其装配方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104457493A"	"20150325"	"一种用于变压器位移量的监测系统"
"中国西电电气股份有限公司"	"T000025764"	"CN104457923A"	"20150325"	"一种特大型超高压变压器的称重系统和方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104458151A"	"20150325"	"一种避雷器密封试验装置及试验方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104458640A"	"20150325"	"一种基于光纤气体在线监测数据的变压器故障诊断方法及系统"
"中国西电电气股份有限公司"	"T000025764"	"CN104458917A"	"20150325"	"一种盆式绝缘子微观缺陷判断方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104459262A"	"20150325"	"一种高压测量电阻分压器"
"中国西电电气股份有限公司"	"T000025764"	"CN104459417A"	"20150325"	"一种能量耐受试验装置及试验方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104459417B"	"20180529"	"一种能量耐受试验装置及试验方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104459499A"	"20150325"	"一种测量电力电容器局放的装置及方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104459499B"	"20180831"	"一种测量电力电容器局放的装置及方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104459501A"	"20150325"	"一种避雷器工频试验装置及试验方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104459543A"	"20150325"	"一种应用于短路冲击发电机的静态励磁系统及方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104459543B"	"20180223"	"一种应用于短路冲击发电机的静态励磁系统及方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104460478A"	"20150325"	"一种工业机器人抱闸监控方法及装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104460505A"	"20150325"	"工业机器人相对位姿估计方法"
"东软集团股份有限公司"	"02600718"	"CN104461052A"	"20150325"	"智能设备间的文字输入方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104461052B"	"20180529"	"智能设备间的文字输入方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104461632A"	"20150325"	"一种Web App加载方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104461632B"	"20170616"	"一种Web App加载方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104463012A"	"20150325"	"虚拟机镜像文件的导出、导入方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104463815A"	"20150325"	"DSA图像生成方法及系统"
"东软集团股份有限公司"	"02600718"	"CN104463815B"	"20170829"	"DSA图像生成方法及系统"
"中国西电电气股份有限公司"	"T000025764"	"CN104465163A"	"20150325"	"一种具有合闸自锁的三工位开关"
"中国西电电气股份有限公司"	"T000025764"	"CN104465163B"	"20170329"	"一种具有合闸自锁的三工位开关"
"中国西电电气股份有限公司"	"T000025764"	"CN104465193A"	"20150325"	"一种具有自保持功能的刀闸式开关"
"中国西电电气股份有限公司"	"T000025764"	"CN104465193B"	"20161116"	"一种具有自保持功能的刀闸式开关"
"中国西电电气股份有限公司"	"T000025764"	"CN104465198A"	"20150325"	"一种隔离开关机械联锁传动装置"
"中国西电电气股份有限公司"	"T000025764"	"CN104465198B"	"20161207"	"一种隔离开关机械联锁传动装置"
"中国西电电气股份有限公司"	"T000025764"	"CN104465203A"	"20150325"	"一种高压断路器用传动装置"
"中国西电电气股份有限公司"	"T000025764"	"CN104465203B"	"20161207"	"一种高压断路器用传动装置"
"中国西电电气股份有限公司"	"T000025764"	"CN104465213A"	"20150325"	"气体绝缘开关设备及其压气式负荷开关灭弧室"
"中国西电电气股份有限公司"	"T000025764"	"CN104465213B"	"20160914"	"气体绝缘开关设备及其压气式负荷开关灭弧室"
"中国西电电气股份有限公司"	"T000025764"	"CN104467105A"	"20150325"	"一种能量转移型超级电容器电压均衡电路"
"中国西电电气股份有限公司"	"T000025764"	"CN104467105B"	"20161130"	"一种能量转移型超级电容器电压均衡电路"
"中国西电电气股份有限公司"	"T000025764"	"CN104467382A"	"20150325"	"一种链式电压源型换流器的移相触发装置及控制方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104467382B"	"20171031"	"一种链式电压源型换流器的移相触发装置及控制方法"
"东软集团股份有限公司"	"02600718"	"CN104468412A"	"20150325"	"基于RSS的网络会话数据包分发方法及系统"
"东软集团股份有限公司"	"02600718"	"CN104468412B"	"20171031"	"基于RSS的网络会话数据包分发方法及系统"
"西安阿房宫药业股份有限公司"	"T000238266"	"CN104474314A"	"20150401"	"一种用于治疗感冒的组合物及制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104475262A"	"20150401"	"一种捕收剂及其在辉钼矿浮选中的应用"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104476305A"	"20150401"	"机械手"
"金堆城钼业股份有限公司"	"03134603"	"CN104477996A"	"20150401"	"一种钼酸铵生产所需高溶性氧化钼的快冷工艺"
"金堆城钼业股份有限公司"	"03134603"	"CN104477996B"	"20160316"	"一种钼酸铵生产所需高溶性氧化钼的快冷工艺"
"金堆城钼业股份有限公司"	"03134603"	"CN104483281A"	"20150401"	"一种低铼高硫酸根废液中铼的快速分析方法"
"东软集团股份有限公司"	"02600718"	"CN104484194A"	"20150401"	"车载智能终端的系统更新方法及设备"
"东软集团股份有限公司"	"02600718"	"CN104484199A"	"20150401"	"航空器IFE系统数据更新方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104484199B"	"20180529"	"航空器IFE系统数据更新方法及装置"
"中国西电电气股份有限公司"	"T000025764"	"CN104485210A"	"20150401"	"一种特高压换流变压器网侧750kV引出线配套结构"
"中国西电电气股份有限公司"	"T000025764"	"CN104485210B"	"20160622"	"一种特高压换流变压器网侧750kV引出线配套结构"
"东软集团股份有限公司"	"02600718"	"CN104486292A"	"20150401"	"一种企业资源安全访问的控制方法、装置及系统"
"东软集团股份有限公司"	"02600718"	"CN104486292B"	"20180123"	"一种企业资源安全访问的控制方法、装置及系统"
"中节能环保装备股份有限公司"	"T000028971"	"CN104493279B"	"20170606"	"一种窄铅带生产工艺"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104498770A"	"20150408"	"一种WSTi2815SC阻燃钛合金及其制备方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104498770B"	"20170405"	"一种WSTi2815SC阻燃钛合金及其制备方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104502769A"	"20150408"	"检验电压互感器二次防短路保护器的试验回路和方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104502769B"	"20170616"	"检验电压互感器二次防短路保护器的试验回路和方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104502819A"	"20150408"	"一种避雷器冲击特性试验装置及试验方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104502819B"	"20170419"	"一种避雷器冲击特性试验装置及试验方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104502838A"	"20150408"	"一种计算瞬态恢复电压波形参数的方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104502838B"	"20170711"	"一种计算瞬态恢复电压波形参数的方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104505279A"	"20150408"	"三工位位置转换装置及基于该位置转换装置的隔离开关设备"
"西安宝德自动化股份有限公司"	"T000025742"	"CN104505950A"	"20150408"	"绞车用电容储能装置"
"东软集团股份有限公司"	"02600718"	"CN104506416A"	"20150408"	"一种实现消息稳定推送的方法、装置及系统"
"东软集团股份有限公司"	"02600718"	"CN104506416B"	"20171128"	"一种实现消息稳定推送的方法、装置及系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104510551A"	"20150415"	"手部夹持机构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104510551B"	"20160817"	"手部夹持机构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104510552A"	"20150415"	"一种骨折牵引装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104510552B"	"20170118"	"一种骨折牵引装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104510553A"	"20150415"	"手部夹持机构及牵引装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511436A"	"20150415"	"一种基于机器人视觉伺服技术的快递分拣方法及系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511436B"	"20170104"	"一种基于机器人视觉伺服技术的快递分拣方法及系统"
"金堆城钼业股份有限公司"	"03134603"	"CN104511591A"	"20150415"	"一种复合稀土氧化物强化的钼合金顶头的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104511591B"	"20170118"	"一种复合稀土氧化物强化的钼合金顶头的制备方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511642A"	"20150415"	"一种柔性剪切装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511642B"	"20160831"	"一种柔性剪切装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511855A"	"20150415"	"料台机构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511855B"	"20160622"	"料台机构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511896A"	"20150415"	"一种自动化协同并联操作装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511896B"	"20160210"	"一种自动化协同并联操作装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511898A"	"20150415"	"两级液电混合式运动平台"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511903A"	"20150415"	"一种机器人遥控系统及方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511905A"	"20150415"	"一种基于结构光的机器人视觉伺服控制方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511906A"	"20150415"	"多关节机械手"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511906B"	"20151118"	"多关节机械手"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511907A"	"20150415"	"手指间距可调的机械手及其晶圆搬运装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511907B"	"20170412"	"手指间距可调的机械手及其晶圆搬运装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511908A"	"20150415"	"四连杆机器人辅助平衡机构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511908B"	"20160511"	"四连杆机器人辅助平衡机构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511909A"	"20150415"	"机器人手臂"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512434A"	"20150415"	"一种轨道伤损探测装置及其探测方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512489A"	"20150415"	"一种履带行走机构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512491A"	"20150415"	"履带式机器人减震机构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512492A"	"20150415"	"一种履带摆臂及其涨紧装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512716A"	"20150415"	"一种双侧等距离搬运装置以及应用该装置的堆栈机"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512716B"	"20170125"	"一种双侧等距离搬运装置以及应用该装置的堆栈机"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512732A"	"20150415"	"一种堆垛机立柱的上端支撑导向结构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512834A"	"20150415"	"连杆式升降装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104514580A"	"20150415"	"一种煤矿井下探测机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104514580B"	"20160907"	"一种煤矿井下探测机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104515502A"	"20150415"	"一种机器人手眼立体视觉测量方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516268A"	"20150415"	"一种基于模糊神经网络的机器人标定误差补偿方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516314A"	"20150415"	"基于机床上下料的仿真PLC系统及其控制方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516320A"	"20150415"	"一种搬运控制系统及其搬运方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516321A"	"20150415"	"一种晶圆仓储控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516321B"	"20170222"	"一种晶圆仓储控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516333A"	"20150415"	"多核CPU多操作系统的控制器"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516351A"	"20150415"	"一种地面搬运车控制系统及其应用"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104517276A"	"20150415"	"一种棋盘格角点检测方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104517297A"	"20150415"	"一种基于粒子群优化的机器人标定方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104517879A"	"20150415"	"手指间距可调的搬运机械手及其晶圆搬运装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104518710A"	"20150415"	"一种多轴电机同步控制方法及多轴电机同步控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104518720A"	"20150415"	"基于FPGA的伺服驱动控制器"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104519707A"	"20150415"	"一种机柜除尘散热系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104519707B"	"20170104"	"一种机柜除尘散热系统"
"华测检测认证集团股份有限公司"	"T000025744"	"CN104525279B"	"20160622"	"高低温湿热试验箱"
"金堆城钼业股份有限公司"	"03134603"	"CN104525948A"	"20150422"	"一种钼合金电极的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104525948B"	"20170315"	"一种钼合金电极的制备方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104530716A"	"20150422"	"用于变压器套管缓冲层的热硫化导电硅橡胶及其制备方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104532057A"	"20150422"	"一种Ti6242钛合金及其小规格棒材的制备方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104532057B"	"20170104"	"一种Ti6242钛合金及其小规格棒材的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104532201A"	"20150422"	"一种钼钛合金溅射靶材板的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104532201B"	"20170315"	"一种钼钛合金溅射靶材板的制备方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104535923A"	"20150422"	"一种用于直流断路器开断性能检测的试验回路及试验方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104535923B"	"20171031"	"一种用于直流断路器开断性能检测的试验回路及试验方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104538222A"	"20150422"	"基于人工神经网络的高压开关选相控制器及方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104538222B"	"20160928"	"基于人工神经网络的高压开关选相控制器及方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104538543A"	"20150422"	"一种低温超导线材用NbTi棒的制备方法"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104538543B"	"20170620"	"一种低温超导线材用NbTi棒的制备方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104539427A"	"20150422"	"一种基于身份验证的无线充电电能计量方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104550979A"	"20150429"	"一种钼铌合金靶材板的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104550979B"	"20161207"	"一种钼铌合金靶材板的制备方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104553001A"	"20150429"	"一种干式套管芯体制造方法"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN104557976A"	"20150429"	"一种7-ACA结晶母液回收的工艺"
"中国西电电气股份有限公司"	"T000025764"	"CN104569583A"	"20150429"	"一种用于电力系统工频频率的半周期测频系统和方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104569667A"	"20150429"	"一种智能组件屏蔽机箱基准场校准装置及方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104569754A"	"20150429"	"一种应用等离子喷射技术的高压电器试验触发系统及方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104569801A"	"20150429"	"一种交直流两用低压断路器特性试验装置及方法"
"东软集团股份有限公司"	"02600718"	"CN104572603A"	"20150429"	"一种报表分页方法和装置"
"东软集团股份有限公司"	"02600718"	"CN104572603B"	"20180427"	"一种报表分页方法和装置"
"东软集团股份有限公司"	"02600718"	"CN104572883A"	"20150429"	"快捷回复和评论间线索的实现方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104572883B"	"20190125"	"快捷回复和评论间线索的实现方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104572982A"	"20150429"	"基于问题引导的个性化推荐方法及系统"
"东软集团股份有限公司"	"02600718"	"CN104572982B"	"20171031"	"基于问题引导的个性化推荐方法及系统"
"东软集团股份有限公司"	"02600718"	"CN104576128A"	"20150429"	"按键照明装置及其应用方法"
"东软集团股份有限公司"	"02600718"	"CN104576128B"	"20170825"	"按键照明装置及其应用方法"
"东软集团股份有限公司"	"02600718"	"CN104579958A"	"20150429"	"基于GPSR协议的路由优化方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104579958B"	"20180713"	"基于GPSR协议的路由优化方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104580017A"	"20150429"	"基于RSS的网络会话分发方法及系统"
"东软集团股份有限公司"	"02600718"	"CN104580017B"	"20180406"	"基于RSS的网络会话分发方法及系统"
"中国西电电气股份有限公司"	"T000025764"	"CN104589201A"	"20150506"	"一种控制陶瓷制品外圆研磨尺寸的方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104589201B"	"20170222"	"一种控制陶瓷制品外圆研磨尺寸的方法"
"聚光科技(杭州)股份有限公司"	"T000034390"	"CN104596805A"	"20150506"	"采样装置及其工作方法"
"聚光科技(杭州)股份有限公司"	"T000034390"	"CN104596805B"	"20170531"	"采样装置及其工作方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104597934A"	"20150506"	"一种变压器用智能型冷却器控制系统及其控制方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104597934B"	"20160824"	"一种变压器用智能型冷却器控制系统及其控制方法"
"东软集团股份有限公司"	"02600718"	"CN104598841A"	"20150506"	"一种面向终端安全的双系统引导方法和装置"
"东软集团股份有限公司"	"02600718"	"CN104598841B"	"20171128"	"一种面向终端安全的双系统引导方法和装置"
"中国西电电气股份有限公司"	"T000025764"	"CN104599799A"	"20150506"	"一种大容量过电压限制器芯体"
"中国西电电气股份有限公司"	"T000025764"	"CN104600689A"	"20150506"	"一种过电压限制器芯体"
"中国西电电气股份有限公司"	"T000025764"	"CN104607092A"	"20150513"	"一种自动控制电瓷泥浆新料与回料比例的混合系统和方法"
"东软集团股份有限公司"	"02600718"	"CN104608731A"	"20150513"	"凸出物溃缩吸能结构"
"东软集团股份有限公司"	"02600718"	"CN104608731B"	"20160914"	"凸出物溃缩吸能结构"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104613749A"	"20150513"	"真空自耗电弧炉用坩埚"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104613749B"	"20160831"	"真空自耗电弧炉用坩埚"
"荣科科技股份有限公司"	"T000055759"	"CN104618688A"	"20150513"	"一种可视化监控防护方法"
"荣科科技股份有限公司"	"T000055759"	"CN104618688B"	"20170929"	"一种可视化监控防护方法"
